segment_id	segment_text	comment_text
pli-tv-kd8:3.1.3	“What kind of robe-cloth has and hasn’t the Buddha allowed?”	NA
pli-tv-kd8:3.1.4	They told the Buddha.	NA
pli-tv-kd8:3.1.5	“I allow six kinds of robe-cloth:	NA
pli-tv-kd8:3.1.6	linen, cotton, silk, wool, sunn hemp, and hemp.”	“Cotton” renders _kappāsika_, “sunn hemp” _sāṇa_, and “hemp” _bhaṅga_. See Appendix of Plants.
pli-tv-kd8:3.2.1	Soon afterwards the monks thought, “The Buddha has only allowed one kind of robe, not two,”	NA
pli-tv-kd8:3.2.2	and being afraid of wrongdoing, they did not accept rags after receiving robe-cloth from householders.	NA
pli-tv-kd8:3.2.4	“I allow you to accept rags after receiving robe-cloth from a householder.	NA
pli-tv-kd8:3.2.5	But I praise contentment with both.”	NA
pli-tv-kd8:4.1.0	11. Discussion on searching for rags	NA
pli-tv-kd8:4.1.1	On one occasion when a number of monks were traveling through the Kosalan country,	NA
pli-tv-kd8:4.1.2	some of them entered a charnel ground to look for rags, while the others walked on.	NA
pli-tv-kd8:4.1.3	The former monks got hold of rags,	NA
pli-tv-kd8:4.1.4	and the others said,	NA
pli-tv-kd8:4.1.5	“Please give us a share.”	NA
pli-tv-kd8:4.1.7	“But why didn’t you wait, then?	NA
pli-tv-kd8:4.1.8	We won’t give you a share.”	NA
pli-tv-kd8:4.1.9	They told the Buddha.	NA
pli-tv-kd8:4.1.10	“If you’re unwilling, you don’t have to give a share to those who don’t wait.”	NA
pli-tv-kd8:4.2.1	On another occasion when a number of monks were traveling through the Kosalan country,	NA
pli-tv-kd8:4.2.2	some of them entered a charnel ground to look for rags, while the others waited.	NA
pli-tv-kd8:4.2.3	The former monks got hold of rags,	NA
pli-tv-kd8:4.2.4	and the others said,	NA
pli-tv-kd8:4.2.5	“Please give us a share.”	NA
pli-tv-kd8:4.2.7	“But why didn’t you come with us, then?	NA
pli-tv-kd8:4.2.8	We won’t give you a share.”	NA
pli-tv-kd8:4.2.10	“Even if you’re unwilling, you should give a share to those who wait.”	NA
pli-tv-kd8:4.3.1	On yet another occasion when a number of monks were traveling through the Kosalan country,	NA
pli-tv-kd8:4.3.2	some of them entered a charnel ground to look for rags first, while the other monks entered afterwards.	NA
pli-tv-kd8:4.3.3	Those who entered first got hold of rags,	NA
pli-tv-kd8:4.3.4	but not those who entered afterwards.	NA
pli-tv-kd8:4.3.5	The latter monks said,	NA
pli-tv-kd8:4.3.6	“Please give us a share.”	NA
pli-tv-kd8:4.3.8	“But why did you come in afterwards, then?	NA
pli-tv-kd8:4.3.9	We won’t give you a share.”	NA
pli-tv-kd8:4.3.11	“If you’re unwilling, you don’t have to give a share to those who enter afterwards.”	NA
pli-tv-kd8:4.4.1	On yet another occasion when a number of monks were traveling through the Kosalan country,	NA
pli-tv-kd8:4.4.2	they all entered a charnel ground together to look for rags.	Sp 3.340: _Sadisā susānaṁ okkamiṁsūti sabbe samaṁ okkamiṁsu_, “_Sadisā susānaṁ okkamiṁsu_: they all entered together.”
pli-tv-kd8:4.4.3	Some of them got hold of rags, while others did not.	NA
pli-tv-kd8:4.4.4	The latter monks said,	NA
pli-tv-kd8:4.4.5	“Please give us a share.”	NA
pli-tv-kd8:4.4.7	“But why didn’t you get any?	NA
pli-tv-kd8:4.4.8	We won’t give you a share.”	NA
pli-tv-kd8:4.4.10	“Even if you’re unwilling, you should give a share to those who enter together with you.”	NA
pli-tv-kd8:4.5.1	On yet another occasion when a number of monks were traveling through the Kosalan country,	NA
pli-tv-kd8:4.5.2	they entered a charnel ground together to look for rags after making an agreement to share.	Sp 3.340: _Te katikaṁ katvāti laddhaṁ paṁsukūlaṁ sabbe bhājetvā gaṇhissāmāti bahimeva katikaṁ katvā_, “After making an agreement about it means: having made an agreement outside, as follows: ‘We will get (rags) by distributing the obtained rags to everyone.’”
pli-tv-kd8:4.5.3	Some of them got hold of rags, while others did not.	NA
pli-tv-kd8:4.5.4	The latter monks said,	NA
pli-tv-kd8:4.5.5	“Please give us a share.”	NA
pli-tv-kd8:4.5.7	“But why didn’t you get any?	NA
pli-tv-kd8:4.5.8	We won’t give you a share.”	NA
pli-tv-kd8:4.5.10	“Even if you’re unwilling, if you have made an agreement about it, you should give a share to those who enter.”	NA
pli-tv-kd8:5.1.0	12. Discussion on the appointment of a receiver of robe-cloth	NA
pli-tv-kd8:5.1.1	At that time people brought robe-cloth to the monastery,	NA
pli-tv-kd8:5.1.2	but not finding anyone to receive it, they took it back.	NA
pli-tv-kd8:5.1.3	As a result, only a little robe-cloth was given at that monastery.	NA
pli-tv-kd8:5.1.4	They told the Buddha.	NA
pli-tv-kd8:5.1.5	“You should appoint a monk who has five qualities as the receiver of robe-cloth:	NA
pli-tv-kd8:5.1.6	he’s not biased by favoritism, ill will, confusion, or fear, and he knows what has and what hasn’t been received.	NA
pli-tv-kd8:5.2.1	And he should be appointed like this.	NA
pli-tv-kd8:5.2.2	First a monk should be asked,	NA
pli-tv-kd8:5.2.3	and then a competent and capable monk should inform the Sangha:	NA
pli-tv-kd8:5.2.4	‘Please, venerables, I ask the Sangha to listen.	NA
pli-tv-kd8:5.2.5	If the Sangha is ready, it should appoint monk so-and-so as the receiver of robe-cloth.	NA
pli-tv-kd8:5.2.6	This is the motion.	NA
pli-tv-kd8:5.2.7	Please, venerables, I ask the Sangha to listen.	NA
pli-tv-kd8:5.2.8	The Sangha appoints monk so-and-so as the receiver of robe-cloth.	NA
pli-tv-kd8:5.2.9	Any monk who approves of appointing monk so-and-so as the receiver of robe-cloth should remain silent.	NA
pli-tv-kd8:5.2.10	Any monk who doesn’t approve should speak up.	NA
pli-tv-kd8:5.2.11	The Sangha has appointed monk so-and-so as the receiver of robe-cloth.	NA
pli-tv-kd8:5.2.12	The Sangha approves and is therefore silent. I will remember it thus.’”	NA
pli-tv-kd8:6.1.1	Soon, after receiving cloth, the receivers of robe-cloth left it right there and went away.	NA
pli-tv-kd8:6.1.2	The robe-cloth was lost.	NA
pli-tv-kd8:6.1.4	“You should appoint a monk who has five qualities as the keeper of robe-cloth:	NA
pli-tv-kd8:6.1.5	he’s not biased by favoritism, ill will, confusion, or fear, and he knows what is and what isn’t stored.	NA
pli-tv-kd8:6.2.1	And he should be appointed like this.	NA
pli-tv-kd8:6.2.2	First a monk should be asked,	NA
pli-tv-kd8:6.2.3	and then a competent and capable monk should inform the Sangha:	NA
pli-tv-kd8:6.2.4	‘Please, venerables, I ask the Sangha to listen.	NA
pli-tv-kd8:6.2.5	If the Sangha is ready, it should appoint monk so-and-so as the keeper of robe-cloth.	NA
pli-tv-kd8:6.2.6	This is the motion.	NA
pli-tv-kd8:6.2.7	Please, venerables, I ask the Sangha to listen.	NA
pli-tv-kd8:6.2.8	The Sangha appoints monk so-and-so as the keeper of robe-cloth.	NA
pli-tv-kd8:6.2.9	Any monk who approves of appointing monk so-and-so as the keeper of robe-cloth should remain silent.	NA
pli-tv-kd8:6.2.10	Any monk who doesn’t approve should speak up.	NA
pli-tv-kd8:6.2.11	The Sangha has appointed monk so-and-so as the keeper of robe-cloth.	NA
pli-tv-kd8:6.2.12	The Sangha approves and is therefore silent. I will remember it thus.’”	NA
pli-tv-kd8:7.1.0	13. Discussion on the designation of a storeroom, etc.	NA
pli-tv-kd8:7.1.1	Soon afterwards the monk who was the keeper of robe-cloth stored it under a roof cover, at the foot of a tree, and under the eaves of a building. Rats and termites ate it.	NA
pli-tv-kd8:7.1.3	“I allow you to designate a dwelling, a stilt house, or a cave as a storeroom.	Apart from the _vihāra_, “a dwelling”, and the _guhā_, “a cave”, the Pali mentions three kinds of buildings, the _aḍḍhayoga_, the _pāsāda_, and the _hammiya_, all of which, according to the commentaries, are different kinds of _pāsāda_, “stilt houses”. Rather than try to differentiate between these buildings, which is unlikely to be useful from a practical perspective, I have instead grouped them together as “stilt house”. Here is what the commentaries have to say. Sp 4.294: _Aḍḍhayogoti supaṇṇavaṅkagehaṁ_, “An _aḍḍhayoga_ is a house bent like a _supaṇṇa_.” Sp-ṭ 4.294 clarifies: _Supaṇṇavaṅkagehanti garuḷapakkhasaṇṭhānena katagehaṁ_, “_Supaṇṇavaṅkageha_: a house made in the shape of the wings of a _garuḷa_.” A _garuḷa_, better known in its Sanskrit form _garuḍa_, is a mythological bird. Sp 4.294 continues: _Pāsādoti dīghapāsādo. Hammiyanti upariākāsatale patiṭṭhitakūṭāgāro pāsādoyeva_, “A _pāsāda_ is a long stilt house. A _hammiya_ is just a _pāsāda_ that has an upper room on top of its flat roof.” At Sp-ṭ 3.74, however, we find slightly different explanations. It seems clear, however, that all three are stilt houses and that they are distinguished according to their shape and the kind of roof they possess.
pli-tv-kd8:7.2.1	And this is how it should be designated.	NA
pli-tv-kd8:7.2.2	A competent and capable monk should inform the Sangha:	NA
pli-tv-kd8:7.2.3	‘Please, venerables, I ask the Sangha to listen.	NA
pli-tv-kd8:7.2.4	If the Sangha is ready, it should designate such-and-such a dwelling as a storeroom.	NA
pli-tv-kd8:7.2.5	This is the motion.	NA
pli-tv-kd8:7.2.6	Please, venerables, I ask the Sangha to listen.	NA
pli-tv-kd8:7.2.7	The Sangha designates such-and-such a dwelling as a storeroom.	NA
pli-tv-kd8:7.2.8	Any monk who approves of designating such-and-such a dwelling as a storeroom should remain silent.	NA
pli-tv-kd8:7.2.9	Any monk who doesn’t approve should speak up.	NA
pli-tv-kd8:7.2.10	The Sangha has designated such-and-such a dwelling as a storeroom.	NA
pli-tv-kd8:7.2.11	The Sangha approves and is therefore silent. I will remember it thus.’”	NA
pli-tv-kd8:8.1.1	Soon, the robe-cloth in the Sangha’s storeroom was not looked after.	NA
pli-tv-kd8:8.1.3	“You should appoint a monk who has five qualities as the storeman: he’s not biased by favoritism, ill will, confusion, or fear, and he knows what is and what isn’t protected.	Sp 3.343: _Guttāguttañca jāneyyāti ettha yassa tāva chadanādīsu koci doso natthi, taṁ guttaṁ_, “_Guttāguttañca jāneyya_: here, in so far as there is no fault in the roofing, etc., it is protected.” The commentary then goes on to say he should make repairs if the stored goods are unprotected.
pli-tv-kd8:8.1.4	And he should be appointed like this.	NA
pli-tv-kd8:8.1.5	First a monk should be asked,	NA
pli-tv-kd8:8.1.6	and then a competent and capable monk should inform the Sangha:	NA
pli-tv-kd8:8.1.7	‘Please, venerables, I ask the Sangha to listen.	NA
pli-tv-kd8:8.1.8	If the Sangha is ready, it should appoint monk so-and-so as the storeman.	NA
pli-tv-kd8:8.1.9	This is the motion.	NA
pli-tv-kd8:8.1.10	Please, venerables, I ask the Sangha to listen.	NA
pli-tv-kd8:8.1.11	The Sangha appoints monk so-and-so as the storeman.	NA
pli-tv-kd8:8.1.12	Any monk who approves of appointing monk so-and-so as the storeman should remain silent.	NA
pli-tv-kd8:8.1.13	Any monk who doesn’t approve should speak up.	NA
pli-tv-kd8:8.1.14	The Sangha has appointed monk so-and-so as the storeman.	NA
pli-tv-kd8:8.1.15	The Sangha approves and is therefore silent. I will remember it thus.’”	NA
pli-tv-kd8:8.2.1	Soon afterwards the monks from the group of six dismissed the storeman.	NA
pli-tv-kd8:8.2.3	“You shouldn’t dismiss the storeman.	NA
pli-tv-kd8:8.2.4	If you do, you commit an offense of wrong conduct.”	NA
pli-tv-kd8:9.1.0	The distribution of robe-cloth	NA
pli-tv-kd8:9.1.1	At one time there was much robe-cloth in the Sangha’s storeroom.	NA
pli-tv-kd8:9.1.3	“The present Sangha should distribute it.”	NA
pli-tv-kd8:9.1.4	Soon afterwards there was a racket as the Sangha was distributing that robe-cloth.	NA
pli-tv-kd8:9.1.6	“You should appoint a monk who has five qualities as the distributor of robe-cloth:	NA
pli-tv-kd8:9.1.7	he’s not biased by favoritism, ill will, confusion, or fear, and he knows what has and what has not been distributed.	NA
pli-tv-kd8:9.1.8	And he should be appointed like this.	NA
pli-tv-kd8:9.1.9	First a monk should be asked,	NA
pli-tv-kd8:9.1.10	and then a competent and capable monk should inform the Sangha:	NA
pli-tv-kd8:9.1.11	‘Please, venerables, I ask the Sangha to listen.	NA
pli-tv-kd8:9.1.12	If the Sangha is ready, it should appoint monk so-and-so as the distributor of robe-cloth.	NA
pli-tv-kd8:9.1.13	This is the motion.	NA
pli-tv-kd8:9.1.14	Please, venerables, I ask the Sangha to listen.	NA
pli-tv-kd8:9.1.15	The Sangha appoints monk so-and-so as the distributor of robe-cloth.	NA
pli-tv-kd8:9.1.16	Any monk who approves of appointing monk so-and-so as the distributor of robe-cloth should remain silent.	NA
pli-tv-kd8:9.1.17	Any monk who doesn’t approve should speak up.	NA
pli-tv-kd8:9.1.18	The Sangha has appointed monk so-and-so as the distributor of robe-cloth.	NA
pli-tv-kd8:9.1.19	The Sangha approves and is therefore silent. I will remember it thus.’”	NA
pli-tv-kd8:9.2.1	The monks who were the distributors of robe-cloth thought,	NA
pli-tv-kd8:9.2.2	“How should we distribute the robe-cloth?”	NA
pli-tv-kd8:9.2.4	“You should first sort the cloth, then estimate its value, followed by grouping it according to value, counting the monks, gathering the monks into groups, and finally fixing the shares of robe-cloth.”	Sp 3.343: _Uccinitvāti “‘idaṁ thūlaṁ, idaṁ saṇhaṁ, idaṁ ghanaṁ, idaṁ tanukaṁ, idaṁ paribhuttaṁ, idaṁ aparibhuttaṁ, idaṁ dīghato ettakaṁ puthulato ettaka’nti evaṁ vatthāni vicinitvā. Tulayitvāti ‘idaṁ ettakaṁ agghati, idaṁ ettakan’ti evaṁ agghaparicchedaṁ katvā. ‘Vaṇṇāvaṇṇaṁ katvā’ti ‘sace sabbesaṁ ekekameva dasagghanakaṁ pāpuṇāti, iccetaṁ kusalaṁ; no ce pāpuṇāti, yaṁ nava vā aṭṭha vā agghati, taṁ aññena ekaagghanakena ca dviagghanakena ca saddhiṁ bandhitvā etena upāyena same paṭivīse ṭhapetvā’ti attho. ‘Bhikkhū gaṇetvā vaggaṁ bandhitvā’ti ‘sace ekekassa diyamāne divaso nappahoti, dasa dasa bhikkhū gaṇetvā dasa dasa cīvarapaṭivīse ekavaggaṁ bandhitvā ekaṁ bhaṇḍikaṁ katvā evaṁ cīvarapaṭivīsaṁ ṭhapetuṁ anujānāmī’”ti attho_, “_Uccinitvā_ means having distinguished the cloth in this way: ‘This is coarse, this is soft, this is thick, this is thin, this is used, this is unused; this is its length and this its width.’ _Tulayitvā_ means dividing it up according to value in this way: ‘This is worth so much, this so much.’ _Vaṇṇāvaṇṇaṁ katvā_: the meaning is: ‘If each one of them obtains what has a value of ten, it is good. If not, then what has the value of nine or eight should be bound with another (piece) that has the value of one or two, in this way fixing equal shares’. _Bhikkhū gaṇetvā vaggaṁ bandhitvā_: the meaning is: ‘I allow, if one day is not sufficient to give it out to each one separately, to count the monks in groups of ten, then to bind ten shares of robe-cloth for each group, then to make one bundle, and in this way to fix the shares of robe-cloth.’”
pli-tv-kd8:9.2.5	The monks who were distributors of robe-cloth thought,	NA
pli-tv-kd8:9.2.6	“What share of the robe-cloth should we give to the novices?”	NA
pli-tv-kd8:9.2.8	“I allow you to give half a share to the novices.”	NA
pli-tv-kd8:9.3.1	On one occasion a monk wanted to take his own share and leave.	_Uttaritukāma_, literally, “desiring to cross over”. Sp 3.343: _Uttaritukāmoti nadiṁ vā kantāraṁ vā uttaritukāmo; satthaṁ labhitvā disā pakkamitukāmoti attho_, “_Uttaritukāmo_: means desiring to cross over a river or a wilderness. The meaning is: ‘Having found a caravan, he desires to leave for the districts.’”
pli-tv-kd8:9.3.3	“You should give a share to one who’s leaving.”	NA
pli-tv-kd8:9.3.4	On another occasion a monk wanted to take an extra share and leave.	NA
pli-tv-kd8:9.3.6	“I allow you to give an extra share to anyone who gives something in return.”	NA
pli-tv-kd8:9.4.1	The distributors of robe-cloth thought,	NA
pli-tv-kd8:9.4.2	“How should we give out the shares of robe-cloth? According to the order in which the monks have arrived or according to seniority?”	NA
pli-tv-kd8:9.4.4	“You should satisfy those in need and then give out the remainder by drawing lots.”	The meaning of this is not clear. _Toseti_, which is the causative formation of _tussati_, means “to please” or “to satisfy” someone. Judging from the usage of this verb elsewhere, it seems to be exclusively used with reference to living beings, that is, the patient of the verb will invariably be a living being. Reading _vikalake_ as an accusative plural, the meaning of _vikalake tosetvā_ might be construed as follows: “to satisfy those who are short (of robes or cloth)”. The meaning of _kusapātaṁ kātuṁ_, literally, “the _kusa_-grass should be dropped”, is equally unclear. Yet according to how _kusa_-grass is used elsewhere as an aid to sharing out requisites (e.g. at [Kd 8:24.4.4](pli-tv-kd8:24.4.4)), I take it to refer to a randomized method for giving out shares of robe-cloth. I translate accordingly. I have added the phrase “give out the remainder” to clarify the overall meaning. The commentary, however, sees most of this quite differently. Sp 3.343: _Vikalake tosetvāti … Cīvaravikalakaṁ nāma sabbesaṁ pañca pañca vatthāni pattāni, sesānipi atthi, ekekaṁ pana na pāpuṇāti, chinditvā dātabbāni. … Chinditvā dinne pana taṁ tositaṁ hoti, atha kusapāto kātabbo_, “_Vikalake tosetvā_: … _Cīvaravikalaka_ means when five cloths are obtained by everyone and there are leftovers, but not sufficient for each one, the cloth should be cut up and then given out. … When it is given out after cutting it up, that means the remainder is shared out. Then the _kusa_-grass should be dropped.”
pli-tv-kd8:10.1.0	14. Discussion on the dyeing of robes	NA
pli-tv-kd8:10.1.1	At that time the monks dyed the robes even with dung and beige clay.	NA
pli-tv-kd8:10.1.2	The robes were discolored.	NA
pli-tv-kd8:10.1.4	“I allow you to use six kinds of dye:	NA
pli-tv-kd8:10.1.5	dye from roots, dye from wood, dye from bark, dye from leaves, dye from flowers, and dye from fruit.”	NA
pli-tv-kd8:10.2.1	The monks dyed the robes in cold water.	NA
pli-tv-kd8:10.2.2	The robes were smelly.	NA
pli-tv-kd8:10.2.4	“I allow a dye-pot to boil the dye.”	NA
pli-tv-kd8:10.2.5	The dye boiled over.	NA
pli-tv-kd8:10.2.7	“I allow you to attach a collar.”	Sp 3.344: _Uttarāḷumpanti vaṭṭādhārakaṁ, rajanakumbhiyā majjhe ṭhapetvā taṁ ādhārakaṁ parikkhipitvā rajanaṁ pakkhipituṁ anujānāmīti attho. Evañhi kate rajanaṁ na uttarati_, “_Uttarāḷumpa_: the meaning is a circular collar; having fixed it on the middle of the dyeing-pot, having made a circle of it, you should add the dye. For when it is done in this way, the dye does not overflow.” Sp-ṭ 3.344 specifies that the collar goes inside the pot, _antorajanakumbhiyā_. Vmv 3.344 adds: _Evañhi kateti vaṭṭādhārassa anto rajanodakaṁ, bahi challikañca katvā viyojane kate. Na uttaratīti kevalaṁ udakato pheṇuṭṭhānābhāvā na uttarati_, “‘For when it is done in this way’ means: after placing the dyeing water inside the circular collar and the (dyeing-)bark on the outside, they are kept separate. ‘It does not overflow’ means: the foam rising completely from the water does not overflow.”
pli-tv-kd8:10.2.8	The monks did not know whether the dye was ready or not.	NA
pli-tv-kd8:10.2.10	“You should put a drop in water or on the back of your nail.”	NA
pli-tv-kd8:10.3.1	To empty the pot, the monks tilted it.	Reading _āvajjanti_ with the PTS edition.
pli-tv-kd8:10.3.2	The pot broke.	NA
pli-tv-kd8:10.3.4	“I allow a dye-ladle, with or without a handle.”	NA
pli-tv-kd8:10.3.5	The monks did not have a vessel for the dye.	NA
pli-tv-kd8:10.3.7	“I allow a basin for dye, a waterpot for dye.”	Vin-ālaṅ-ṭ 34.57: _Tattha rajanakolambanti rajanakuṇḍaṁ. Tattha rajanakuṇḍanti pakkarajanaṭṭhapanakaṁ mahāghaṭaṁ_, “There the _rajanakolamba_ is a _rajanakuṇḍa_. There the _rajanakuṇḍa_ is a large waterpot (_ghaṭa_) for the placing of finished dye.”
pli-tv-kd8:10.3.8	The monks were kneading the robes in basins and bowls.	NA
pli-tv-kd8:10.3.9	The robes tore.	NA
pli-tv-kd8:10.3.11	“I allow a dyeing trough.”	NA
pli-tv-kd8:11.1.1	The monks spread the robes on the ground.	NA
pli-tv-kd8:11.1.2	The robes became dirty.	NA
pli-tv-kd8:11.1.4	“I allow a spread of grass.”	NA
pli-tv-kd8:11.1.5	The grass was eaten by termites.	NA
pli-tv-kd8:11.1.7	“I allow a bamboo robe rack and a clothesline.”	NA
pli-tv-kd8:11.1.8	They hung up the robes by the middle.	NA
pli-tv-kd8:11.1.9	The dye dripped from both sides.	NA
pli-tv-kd8:11.1.11	“You should fasten them at the edge.”	NA
pli-tv-kd8:11.1.12	The edge became worn.	NA
pli-tv-kd8:11.1.14	“I allow a string for the edge.”	Sp 1.85: _Yaṁ pana “anujānāmi, bhikkhave, kaṇṇasuttaka”nti evaṁ anuññātaṁ, taṁ anuvāte pāsakaṁ katvā bandhitabbaṁ rajanakāle lagganatthāya_, “But that which is allowed in this way, _anujānāmi, bhikkhave, kaṇṇasuttaka_, having made a loop at the long edge, it is to be bound for the purpose of hanging up at the time of dyeing.”
pli-tv-kd8:11.1.15	The dye dripped from one edge.	NA
pli-tv-kd8:11.1.17	“You should dye them by repeatedly turning them over, and you shouldn’t leave while they’re still dripping.”	NA
pli-tv-kd8:11.2.1	The robes were starchy.	Sp 3.344: _Patthinnanti atirajitattā thaddhaṁ_, “_Patthinna_: stiff because of too much dye.”
pli-tv-kd8:11.2.3	“You should rinse them in water.”	NA
pli-tv-kd8:11.2.4	The robes were stiff.	NA
pli-tv-kd8:11.2.6	“You should beat them with your hands.”	NA
pli-tv-kd8:11.2.7	At that time the monks wore robes consisting of a single piece of cloth, the color of ivory.	NA
pli-tv-kd8:11.2.8	People complained and criticized them,	NA
pli-tv-kd8:11.2.9	“They’re just like householders who indulge in worldly pleasures!”	NA
pli-tv-kd8:11.2.10	They told the Buddha.	NA
pli-tv-kd8:11.2.11	“You shouldn’t wear robes consisting of a single piece of cloth.	NA
pli-tv-kd8:11.2.12	If you do, you commit an offense of wrong conduct.”	NA
pli-tv-kd8:12.1.0	15. The instruction on robes made of pieces	NA
pli-tv-kd8:12.1.1	After staying at Rājagaha for as long as he liked, the Buddha set out wandering toward the southern hills.	NA
pli-tv-kd8:12.1.2	He saw the fields of Magadha laid out in rectangles defined by long and short boundaries and their intersections. He said to Venerable Ānanda,	Sp 3.345: _Acchibaddhanti caturassakedārakabaddhaṁ_, “_Acchibaddha_: a rectangular field with borders.”
pli-tv-kd8:12.1.3	“Ānanda, have a look at these fields.”	NA
pli-tv-kd8:12.1.4	“Yes, sir.”	NA
pli-tv-kd8:12.1.5	“Are you able to make this kind of robe for the monks?”	Sp 3.345: _Saṁvidahitunti kātuṁ_, “_Saṁvidahituṁ_ means to make.”
pli-tv-kd8:12.1.6	“I am.”	NA
pli-tv-kd8:12.1.7	After staying in the southern hills for as long as he liked, the Buddha returned to Rājagaha.	NA
pli-tv-kd8:12.1.8	Ānanda then made robes for a number of monks. He went to the Buddha and said,	NA
pli-tv-kd8:12.1.9	“Sir, please have a look at the robes I’ve made.”	NA
pli-tv-kd8:12.2.1	Soon afterwards the Buddha gave a teaching and addressed the monks:	NA
pli-tv-kd8:12.2.2	“Ānanda is clever. He understands the detailed meaning of what I’ve spoken in brief.	NA
pli-tv-kd8:12.2.3	He can make long strips, short strips, large panels, medium-sized panels, middle sections, intermediate sections, a neckpiece, a calf-piece, and outer sections. In this way the robe will be made of pieces, making it worthless, appropriate for monastics, and undesirable for one’s enemies.	Vin-vn-ṭ 563: _Kusinti āyāmato ca vitthārato ca anuvātaṁ cīvaramajjhe tādisameva dīghapattañca_, “A _kusi_ is a lengthwise or crosswise border in the middle of the robe, just like a long panel.” Vin-vn-ṭ 563: _Aḍḍhakusinti anuvātasadisaṁ cīvaramajjhe tattha tattha rassapattaṁ_, “An _aḍḍhakusi_ is a short panel like a border, here and there in the middle of the robe.” Sp 3.245: _Maṇḍalanti pañcakhaṇḍikacīvarassa ekekasmiṁ khaṇḍe mahāmaṇḍalaṁ_, “A _maṇḍala_ is the large panel in each section of a robe with five sections.” Commenting on the _vivaṭṭa_, “the middle section”, Vin-vn-ṭ 563 says: _Vivaṭṭanti maṇḍalaṁ, aḍḍhamaṇḍalañcāti dve ekato katvā sibbitaṁ vemajjhe khaṇḍaṁ_, “The _vivaṭṭa_ is the section in the middle, which is made by sewing together a large panel (_maṇḍala_) and a medium-sized panel (_aḍḍhamaṇḍala_).” The _vivaṭṭa_, “section in the middle”, is one of usually five main sections of the robe, see below. Sp 3.245: _Vivaṭṭanti maṇḍalañca aḍḍhamaṇḍalañca ekato katvā sibbitaṁ majjhimakhaṇḍaṁ_, “The _vivaṭṭa_ is the sewn-together section in the middle, made by making the large panel and the medium-sized panel into one.” Sp 3.245: _Anuvivaṭṭanti tassa ubhosu passesu dve khaṇḍāni_, “The _anuvivaṭṭa_s are the two sections on either side of it.” Vin-vn-ṭ 563 clarifies that “it” refers to the _majjhimakhaṇḍa_, “the middle section”. Sp 3.245: _Gīveyyakanti gīvāveṭhanaṭṭhāne daḷhīkaraṇatthaṁ aññaṁ suttasaṁsibbitaṁ āgantukapattaṁ_, “The _gīveyyaka_ is another added panel, sewn on with thread and for the purpose of strengthening, wrapping the neck area.” Sp 3.245: _Jaṅgheyyakanti jaṅghapāpuṇanaṭṭhāne tatheva saṁsibbitaṁ pattaṁ_, “The _jaṅgheyyaka_ is a panel sewn on in the same way (as the neckpiece) at the place reaching the calves.” Sp 3.245: _Bāhantanti anuvivaṭṭānaṁ bahi ekekaṁ khaṇḍaṁ_, “The _bāhanta_ is the single section on the outside of (each of) the intermediate sections.” Sp 3.245 then adds: _Iti pañcakhaṇḍikacīvarenetaṁ vicāritanti_, “In this way is the layout of a robe with five sections.”
pli-tv-kd8:12.2.4	Your outer robe should be made of pieces and so should your upper robe and sarong.”	NA
pli-tv-kd8:13.1.0	16. The instruction on the three robes	NA
pli-tv-kd8:13.1.1	After staying at Rājagaha for as long as he liked, the Buddha set out wandering toward Vesālī.	NA
pli-tv-kd8:13.1.2	On the road between Rājagaha and Vesālī the Buddha saw a number of monks walking along, loaded up with robes on their heads, shoulders, and hips. He thought,	NA
pli-tv-kd8:13.1.3	“These foolish men have turned to an abundance in robes too readily.	NA
pli-tv-kd8:13.1.4	Let me set a limit on robes for the monks.”	NA
pli-tv-kd8:13.2.1	Wandering on, the Buddha eventually arrived at Vesālī where he stayed at the Gotamaka Shrine.	NA
pli-tv-kd8:13.2.2	At that time it was midwinter, when the days are cold and snowy. The Buddha sat outside at night without being cold, wearing only one robe.	NA
pli-tv-kd8:13.2.3	Becoming cold at the end of the first part of the night, he put on a second robe.	NA
pli-tv-kd8:13.2.4	Becoming cold once again at the end of the middle part of the night, he put on a third robe.	NA
pli-tv-kd8:13.2.5	At the end of the last part of the night, when the sky was flaring up at dawn, he became cold once more. Putting on a fourth robe, he was fine.	NA
pli-tv-kd8:13.3.1	He thought, “Even those on this spiritual path who come from good families, who are sensitive to the cold and fear the cold, are able to get by with three robes.	NA
pli-tv-kd8:13.3.2	Let me set a limit on robes for the monks. Let me allow them three robes.”	NA
pli-tv-kd8:13.3.3	Soon afterwards the Buddha gave a teaching and addressed the monks.	NA
pli-tv-kd8:13.4.1	He told them what had happened	NA
pli-tv-kd8:13.5.5	and what he had thought, adding:	NA
pli-tv-kd8:13.5.8	“I allow you three robes: a double-layered outer robe, a single-layered upper robe, and a single-layered sarong.”	NA
pli-tv-kd8:13.6.0	17. Discussion on extra robes	NA
pli-tv-kd8:13.6.1	When they heard that the Buddha had allowed three robes,	NA
pli-tv-kd8:13.6.2	the monks from the group of six went to the village in one set of three, stayed in the monastery in another set, and went bathing in yet another set.	NA
pli-tv-kd8:13.6.3	The monks of few desires complained and criticized them,	NA
pli-tv-kd8:13.6.4	“How can the monks from the group of six keep extra robes?”	NA
pli-tv-kd8:13.6.5	They told the Buddha.	NA
pli-tv-kd8:13.6.6	Soon afterwards the Buddha gave a teaching and addressed the monks:	NA
